     0.00000000     0.00481986     4.43893117    -0.61859265
     0.03000000     0.02233378     5.45724283    -0.55834444
     0.06000000     0.03984770     6.47555449    -0.49809624
     0.09000000     0.06959724     6.63131697    -0.57997697
     0.12000000     0.11146209     6.70203822    -0.69663804
     0.15000000     0.16538565     6.72545387    -0.82692825
     0.18000000     0.23111636     6.68473585    -0.96298484
     0.21000000     0.30805352     6.55212641    -1.10019113
     0.24000000     0.39509508     6.29871858    -1.23467212
     0.27000000     0.49049266     5.90053583    -1.36247960
     0.30000000     0.59172345     5.34374351    -1.47930862
     0.33000000     0.69537551     4.62758160    -1.58039889
     0.36000000     0.79700832     3.76275876    -1.66043400
     0.39000000     0.89090304     2.76791515    -1.71327508
     0.42000000     0.96961338     1.68445469    -1.73145246
     0.45000000     1.02341355     0.65788023    -1.70568925
     0.48000000     1.04026157     0.12255167    -1.62540870
     0.51000000     1.00753144     0.97678172    -1.48166388
     0.54000000     0.91655081     4.40418965    -1.27298723
     0.57000000     0.76897900    11.12408114    -1.01181447
     0.60000000     0.58142521    20.44307555    -0.72678151
     0.63000000     0.38439794    29.49336802    -0.45761659
     0.66000000     0.21412881    32.66686096    -0.24332819
     0.69000000     0.09829184    24.20173957    -0.10683895
     0.72000000     0.04163987    10.80737513    -0.04337487
     0.75000000     0.02772468     5.64259228    -0.02772468
     0.78000000     0.04561570    14.19932680    -0.04386125
     0.81000000     0.12009094    70.89528356    -0.11119532
     0.84000000     0.29922372    39.73388149    -0.26716403
     0.87000000     0.43464479     6.70951667    -0.37469378
     0.90000000     0.40403637    65.23672771    -0.33669698
     0.93000000     0.48859473   148.02237640    -0.39402800
     0.96000000     0.18698308    27.83958058    -0.14608053
     0.99000000     0.12156060    18.52331909    -0.09209136
     1.02000000     0.15871892    23.12580318    -0.11670509
     1.05000000     0.09555043     2.30260714    -0.06825031
     1.08000000     0.10026416     6.41740112    -0.06962789
     1.11000000     0.07849310     1.03542950    -0.05303588
     1.14000000     0.09358423    10.30500200    -0.06156857
     1.17000000     0.13164189     1.66120499    -0.08438583
     1.20000000     0.12929249     5.95034374    -0.08080780
     1.23000000     0.09140044     2.78846927    -0.05573198
     1.26000000     0.07247192     0.62558255    -0.04313805
     1.29000000     0.06704901     0.76235128    -0.03898198
     1.32000000     0.06024689     1.41130309    -0.03423119
     1.35000000     0.05239734     0.78402157    -0.02910963
     1.38000000     0.05081107     0.72518451    -0.02761471
     1.41000000     0.05033898     0.60418021    -0.02677605
     1.44000000     0.05023858     0.40708775    -0.02616593
     1.47000000     0.05070974     0.25588284    -0.02587232
     1.50000000     0.05119581     0.16164833    -0.02559790
     1.53000000     0.05135184     0.10845125    -0.02517247
     1.56000000     0.05110692     0.08140296    -0.02457064
     1.59000000     0.05050316     0.06950867    -0.02382225
     1.62000000     0.04961994     0.06534994    -0.02297220
     1.65000000     0.04854516     0.06424513    -0.02206598
     1.68000000     0.04736130     0.06354023    -0.02114344
     1.71000000     0.04613693     0.06201961    -0.02023550
     1.74000000     0.04492233     0.05938057    -0.01936307
     1.77000000     0.04374930     0.05580108    -0.01853784
     1.80000000     0.04263411     0.05163661    -0.01776421
     1.83000000     0.04158202     0.04724470    -0.01704181
     1.86000000     0.04059187     0.04290666    -0.01636769
     1.89000000     0.03965956     0.03881006    -0.01573792
     1.92000000     0.03878036     0.03506179    -0.01514858
     1.95000000     0.03794976     0.03171107    -0.01459606
     1.98000000     0.03716369     0.02877098    -0.01407716
